sample,patient_id,tissue_site,cell_type_clean,Cell_subtype,n_cells,total_cells,sample_fraction
EBUS_49,49,advanced_airway_tumor,Myeloid cells,Alveolar Mac,4,1775,0.0022535211267605635
EBUS_49,49,advanced_airway_tumor,Myeloid cells,CD141+ DCs,1,1775,0.0005633802816901409
EBUS_49,49,advanced_airway_tumor,Myeloid cells,CD163+CD14+ DCs,2,1775,0.0011267605633802818
EBUS_49,49,advanced_airway_tumor,Myeloid cells,CD1c+ DCs,4,1775,0.0022535211267605635
EBUS_49,49,advanced_airway_tumor,Myeloid cells,Monocytes,199,1775,0.11211267605633803
EBUS_49,49,advanced_airway_tumor,Myeloid cells,Pleural Mac,2,1775,0.0011267605633802818
EBUS_49,49,advanced_airway_tumor,Myeloid cells,Undetermined,17,1775,0.009577464788732394
EBUS_49,49,advanced_airway_tumor,Myeloid cells,mo-Mac,44,1775,0.024788732394366197
EBUS_49,49,advanced_airway_tumor,Myeloid cells,pDCs,3,1775,0.0016901408450704226
EBUS_49,49,advanced_airway_tumor,NK cells,CD8 low T,1,1775,0.0005633802816901409
EBUS_49,49,advanced_airway_tumor,NK cells,Cytotoxic CD8+ T,6,1775,0.0033802816901408453
EBUS_49,49,advanced_airway_tumor,NK cells,NK,167,1775,0.09408450704225352
EBUS_49,49,advanced_airway_tumor,NK cells,Undetermined,8,1775,0.004507042253521127
EBUS_49,49,advanced_airway_tumor,T lymphocytes,CD4+ Th,13,1775,0.007323943661971831
EBUS_49,49,advanced_airway_tumor,T lymphocytes,CD8 low T,142,1775,0.08
EBUS_49,49,advanced_airway_tumor,T lymphocytes,Cytotoxic CD8+ T,187,1775,0.10535211267605633
EBUS_49,49,advanced_airway_tumor,T lymphocytes,Exhausted CD8+ T,6,1775,0.0033802816901408453
EBUS_49,49,advanced_airway_tumor,T lymphocytes,NK,37,1775,0.020845070422535212
EBUS_49,49,advanced_airway_tumor,T lymphocytes,Naive CD4+ T,188,1775,0.10591549295774648
EBUS_49,49,advanced_airway_tumor,T lymphocytes,Naive CD8+ T,28,1775,0.015774647887323943
EBUS_49,49,advanced_airway_tumor,T lymphocytes,Treg,14,1775,0.007887323943661971
EBUS_49,49,advanced_airway_tumor,T lymphocytes,Undetermined,18,1775,0.010140845070422535
EBUS_51,51,advanced_airway_tumor,B lymphocytes,Follicular B cells,95,3275,0.02900763358778626
EBUS_51,51,advanced_airway_tumor,B lymphocytes,GC B cells in the DZ,1,3275,0.0003053435114503817
EBUS_51,51,advanced_airway_tumor,B lymphocytes,MALT B cells,2,3275,0.0006106870229007634
EBUS_51,51,advanced_airway_tumor,B lymphocytes,Plasma cells,1,3275,0.0003053435114503817
EBUS_51,51,advanced_airway_tumor,Epithelial cells,Malignant cells,1285,3275,0.39236641221374047
EBUS_51,51,advanced_airway_tumor,Myeloid cells,Alveolar Mac,13,3275,0.003969465648854962
EBUS_51,51,advanced_airway_tumor,Myeloid cells,CD141+ DCs,1,3275,0.0003053435114503817
EBUS_51,51,advanced_airway_tumor,Myeloid cells,CD163+CD14+ DCs,26,3275,0.007938931297709924
EBUS_51,51,advanced_airway_tumor,Myeloid cells,CD1c+ DCs,13,3275,0.003969465648854962
EBUS_51,51,advanced_airway_tumor,Myeloid cells,Microglia/Mac,7,3275,0.002137404580152672
EBUS_51,51,advanced_airway_tumor,Myeloid cells,Monocytes,67,3275,0.020458015267175573
EBUS_51,51,advanced_airway_tumor,Myeloid cells,Pleural Mac,5,3275,0.0015267175572519084
EBUS_51,51,advanced_airway_tumor,Myeloid cells,Undetermined,138,3275,0.04213740458015267
EBUS_51,51,advanced_airway_tumor,Myeloid cells,mo-Mac,446,3275,0.13618320610687024
EBUS_51,51,advanced_airway_tumor,NK cells,CD8 low T,1,3275,0.0003053435114503817
EBUS_51,51,advanced_airway_tumor,NK cells,Cytotoxic CD8+ T,1,3275,0.0003053435114503817
EBUS_51,51,advanced_airway_tumor,NK cells,NK,241,3275,0.07358778625954199
EBUS_51,51,advanced_airway_tumor,T lymphocytes,CD4+ Th,86,3275,0.026259541984732824
EBUS_51,51,advanced_airway_tumor,T lymphocytes,CD8 low T,41,3275,0.012519083969465649
EBUS_51,51,advanced_airway_tumor,T lymphocytes,Cytotoxic CD8+ T,17,3275,0.005190839694656489
EBUS_51,51,advanced_airway_tumor,T lymphocytes,Exhausted CD8+ T,32,3275,0.009770992366412214
EBUS_51,51,advanced_airway_tumor,T lymphocytes,Exhausted Tfh,1,3275,0.0003053435114503817
EBUS_51,51,advanced_airway_tumor,T lymphocytes,NK,47,3275,0.014351145038167938
EBUS_51,51,advanced_airway_tumor,T lymphocytes,Naive CD4+ T,127,3275,0.038778625954198474
EBUS_51,51,advanced_airway_tumor,T lymphocytes,Naive CD8+ T,3,3275,0.000916030534351145
EBUS_51,51,advanced_airway_tumor,T lymphocytes,Treg,64,3275,0.019541984732824428
EBUS_51,51,advanced_airway_tumor,T lymphocytes,Undetermined,4,3275,0.0012213740458015267
EFFUSION_06,06,pleural_effusion,B lymphocytes,Follicular B cells,381,4884,0.07800982800982802
EFFUSION_06,06,pleural_effusion,B lymphocytes,GC B cells in the DZ,1,4884,0.00020475020475020476
EFFUSION_06,06,pleural_effusion,B lymphocytes,GrB-secreting B cells,1,4884,0.00020475020475020476
EFFUSION_06,06,pleural_effusion,B lymphocytes,MALT B cells,49,4884,0.010032760032760032
EFFUSION_06,06,pleural_effusion,B lymphocytes,Plasma cells,2,4884,0.0004095004095004095
EFFUSION_06,06,pleural_effusion,B lymphocytes,Undetermined,12,4884,0.002457002457002457
EFFUSION_06,06,pleural_effusion,Myeloid cells,Activated DCs,6,4884,0.0012285012285012285
EFFUSION_06,06,pleural_effusion,Myeloid cells,CD141+ DCs,7,4884,0.0014332514332514332
EFFUSION_06,06,pleural_effusion,Myeloid cells,CD163+CD14+ DCs,1,4884,0.00020475020475020476
EFFUSION_06,06,pleural_effusion,Myeloid cells,CD1c+ DCs,12,4884,0.002457002457002457
EFFUSION_06,06,pleural_effusion,Myeloid cells,Pleural Mac,760,4884,0.15561015561015562
EFFUSION_06,06,pleural_effusion,Myeloid cells,Undetermined,58,4884,0.011875511875511875
EFFUSION_06,06,pleural_effusion,Myeloid cells,mo-Mac,2,4884,0.0004095004095004095
EFFUSION_06,06,pleural_effusion,NK cells,CD8 low T,29,4884,0.005937755937755937
EFFUSION_06,06,pleural_effusion,NK cells,Cytotoxic CD8+ T,19,4884,0.0038902538902538903
EFFUSION_06,06,pleural_effusion,NK cells,Exhausted CD8+ T,14,4884,0.0028665028665028664
EFFUSION_06,06,pleural_effusion,NK cells,NK,228,4884,0.04668304668304668
EFFUSION_06,06,pleural_effusion,NK cells,Naive CD4+ T,1,4884,0.00020475020475020476
EFFUSION_06,06,pleural_effusion,NK cells,Naive CD8+ T,16,4884,0.003276003276003276
EFFUSION_06,06,pleural_effusion,NK cells,Treg,1,4884,0.00020475020475020476
EFFUSION_06,06,pleural_effusion,NK cells,Undetermined,2,4884,0.0004095004095004095
EFFUSION_06,06,pleural_effusion,T lymphocytes,CD4+ Th,12,4884,0.002457002457002457
EFFUSION_06,06,pleural_effusion,T lymphocytes,CD8 low T,509,4884,0.10421785421785422
EFFUSION_06,06,pleural_effusion,T lymphocytes,Cytotoxic CD8+ T,34,4884,0.006961506961506962
EFFUSION_06,06,pleural_effusion,T lymphocytes,Exhausted CD8+ T,172,4884,0.03521703521703522
EFFUSION_06,06,pleural_effusion,T lymphocytes,NK,1,4884,0.00020475020475020476
EFFUSION_06,06,pleural_effusion,T lymphocytes,Naive CD4+ T,608,4884,0.12448812448812449
EFFUSION_06,06,pleural_effusion,T lymphocytes,Naive CD8+ T,315,4884,0.0644963144963145
EFFUSION_06,06,pleural_effusion,T lymphocytes,Treg,93,4884,0.019041769041769043
EFFUSION_06,06,pleural_effusion,T lymphocytes,Undetermined,23,4884,0.004709254709254709
EFFUSION_11,11,pleural_effusion,B lymphocytes,Follicular B cells,95,2943,0.032279986408426775
EFFUSION_11,11,pleural_effusion,B lymphocytes,MALT B cells,3,2943,0.0010193679918450561
EFFUSION_11,11,pleural_effusion,B lymphocytes,Undetermined,2,2943,0.0006795786612300374
EFFUSION_11,11,pleural_effusion,Myeloid cells,Activated DCs,5,2943,0.0016989466530750934
EFFUSION_11,11,pleural_effusion,Myeloid cells,Alveolar Mac,1,2943,0.0003397893306150187
EFFUSION_11,11,pleural_effusion,Myeloid cells,CD141+ DCs,21,2943,0.007135575942915392
EFFUSION_11,11,pleural_effusion,Myeloid cells,CD1c+ DCs,18,2943,0.0061162079510703364
EFFUSION_11,11,pleural_effusion,Myeloid cells,Microglia/Mac,1,2943,0.0003397893306150187
EFFUSION_11,11,pleural_effusion,Myeloid cells,Monocytes,1,2943,0.0003397893306150187
EFFUSION_11,11,pleural_effusion,Myeloid cells,Pleural Mac,606,2943,0.20591233435270132
EFFUSION_11,11,pleural_effusion,Myeloid cells,Undetermined,26,2943,0.008834522595990485
EFFUSION_11,11,pleural_effusion,Myeloid cells,mo-Mac,9,2943,0.0030581039755351682
EFFUSION_11,11,pleural_effusion,NK cells,CD8 low T,3,2943,0.0010193679918450561
EFFUSION_11,11,pleural_effusion,NK cells,Cytotoxic CD8+ T,3,2943,0.0010193679918450561
EFFUSION_11,11,pleural_effusion,NK cells,Exhausted CD8+ T,1,2943,0.0003397893306150187
EFFUSION_11,11,pleural_effusion,NK cells,NK,69,2943,0.023445463812436288
EFFUSION_11,11,pleural_effusion,NK cells,Naive CD8+ T,2,2943,0.0006795786612300374
EFFUSION_11,11,pleural_effusion,T lymphocytes,CD4+ Th,1,2943,0.0003397893306150187
EFFUSION_11,11,pleural_effusion,T lymphocytes,CD8 low T,550,2943,0.18688413183826028
EFFUSION_11,11,pleural_effusion,T lymphocytes,Cytotoxic CD8+ T,44,2943,0.014950730547060823
EFFUSION_11,11,pleural_effusion,T lymphocytes,Exhausted CD8+ T,58,2943,0.019707781175671082
EFFUSION_11,11,pleural_effusion,T lymphocytes,NK,1,2943,0.0003397893306150187
EFFUSION_11,11,pleural_effusion,T lymphocytes,Naive CD4+ T,135,2943,0.045871559633027525
EFFUSION_11,11,pleural_effusion,T lymphocytes,Naive CD8+ T,603,2943,0.20489296636085627
EFFUSION_11,11,pleural_effusion,T lymphocytes,Treg,5,2943,0.0016989466530750934
EFFUSION_11,11,pleural_effusion,T lymphocytes,Undetermined,10,2943,0.0033978933061501867
EFFUSION_12,12,pleural_effusion,B lymphocytes,Follicular B cells,758,4224,0.17945075757575757
EFFUSION_12,12,pleural_effusion,B lymphocytes,MALT B cells,18,4224,0.004261363636363636
EFFUSION_12,12,pleural_effusion,B lymphocytes,Undetermined,19,4224,0.004498106060606061
EFFUSION_12,12,pleural_effusion,Myeloid cells,Activated DCs,36,4224,0.008522727272727272
EFFUSION_12,12,pleural_effusion,Myeloid cells,CD141+ DCs,8,4224,0.001893939393939394
EFFUSION_12,12,pleural_effusion,Myeloid cells,CD163+CD14+ DCs,2,4224,0.0004734848484848485
EFFUSION_12,12,pleural_effusion,Myeloid cells,CD1c+ DCs,9,4224,0.002130681818181818
EFFUSION_12,12,pleural_effusion,Myeloid cells,Monocytes,2,4224,0.0004734848484848485
EFFUSION_12,12,pleural_effusion,Myeloid cells,Pleural Mac,1172,4224,0.2774621212121212
EFFUSION_12,12,pleural_effusion,Myeloid cells,Undetermined,18,4224,0.004261363636363636
EFFUSION_12,12,pleural_effusion,Myeloid cells,mo-Mac,9,4224,0.002130681818181818
EFFUSION_12,12,pleural_effusion,NK cells,CD8 low T,9,4224,0.002130681818181818
EFFUSION_12,12,pleural_effusion,NK cells,Cytotoxic CD8+ T,3,4224,0.0007102272727272727
EFFUSION_12,12,pleural_effusion,NK cells,NK,143,4224,0.033854166666666664
EFFUSION_12,12,pleural_effusion,NK cells,Naive CD4+ T,1,4224,0.00023674242424242425
EFFUSION_12,12,pleural_effusion,NK cells,Naive CD8+ T,1,4224,0.00023674242424242425
EFFUSION_12,12,pleural_effusion,T lymphocytes,CD4+ Th,3,4224,0.0007102272727272727
EFFUSION_12,12,pleural_effusion,T lymphocytes,CD8 low T,218,4224,0.05160984848484849
EFFUSION_12,12,pleural_effusion,T lymphocytes,Cytotoxic CD8+ T,19,4224,0.004498106060606061
EFFUSION_12,12,pleural_effusion,T lymphocytes,Exhausted CD8+ T,49,4224,0.011600378787878788
EFFUSION_12,12,pleural_effusion,T lymphocytes,Naive CD4+ T,554,4224,0.13115530303030304
EFFUSION_12,12,pleural_effusion,T lymphocytes,Naive CD8+ T,200,4224,0.04734848484848485
EFFUSION_12,12,pleural_effusion,T lymphocytes,Treg,166,4224,0.039299242424242424
EFFUSION_12,12,pleural_effusion,T lymphocytes,Undetermined,9,4224,0.002130681818181818
EFFUSION_13,13,pleural_effusion,B lymphocytes,Follicular B cells,906,4441,0.20400810628236885
EFFUSION_13,13,pleural_effusion,B lymphocytes,MALT B cells,21,4441,0.0047286647151542445
EFFUSION_13,13,pleural_effusion,B lymphocytes,Plasma cells,1,4441,0.00022517451024544022
EFFUSION_13,13,pleural_effusion,B lymphocytes,Undetermined,84,4441,0.018914658860616978
EFFUSION_13,13,pleural_effusion,Myeloid cells,Activated DCs,7,4441,0.0015762215717180816
EFFUSION_13,13,pleural_effusion,Myeloid cells,CD141+ DCs,5,4441,0.001125872551227201
EFFUSION_13,13,pleural_effusion,Myeloid cells,CD1c+ DCs,8,4441,0.0018013960819635217
EFFUSION_13,13,pleural_effusion,Myeloid cells,Monocytes,5,4441,0.001125872551227201
EFFUSION_13,13,pleural_effusion,Myeloid cells,Pleural Mac,138,4441,0.03107408241387075
EFFUSION_13,13,pleural_effusion,Myeloid cells,Undetermined,29,4441,0.006530060797117767
EFFUSION_13,13,pleural_effusion,Myeloid cells,mo-Mac,2,4441,0.00045034902049088043
EFFUSION_13,13,pleural_effusion,NK cells,CD8 low T,5,4441,0.001125872551227201
EFFUSION_13,13,pleural_effusion,NK cells,NK,42,4441,0.009457329430308489
EFFUSION_13,13,pleural_effusion,T lymphocytes,CD4+ Th,10,4441,0.002251745102454402
EFFUSION_13,13,pleural_effusion,T lymphocytes,CD8 low T,256,4441,0.057644674622832695
EFFUSION_13,13,pleural_effusion,T lymphocytes,Cytotoxic CD8+ T,20,4441,0.004503490204908804
EFFUSION_13,13,pleural_effusion,T lymphocytes,Exhausted CD8+ T,117,4441,0.026345417698716504
EFFUSION_13,13,pleural_effusion,T lymphocytes,NK,1,4441,0.00022517451024544022
EFFUSION_13,13,pleural_effusion,T lymphocytes,Naive CD4+ T,1521,4441,0.3424904300833146
EFFUSION_13,13,pleural_effusion,T lymphocytes,Naive CD8+ T,174,4441,0.039180364782706596
EFFUSION_13,13,pleural_effusion,T lymphocytes,Treg,213,4441,0.04796217068227877
EFFUSION_13,13,pleural_effusion,T lymphocytes,Undetermined,15,4441,0.003377617653681603
EFFUSION_64,64,pleural_effusion,B lymphocytes,Follicular B cells,879,3812,0.23058761804826863
EFFUSION_64,64,pleural_effusion,B lymphocytes,MALT B cells,18,3812,0.00472193074501574
EFFUSION_64,64,pleural_effusion,B lymphocytes,Undetermined,35,3812,0.009181532004197272
EFFUSION_64,64,pleural_effusion,Myeloid cells,Activated DCs,21,3812,0.005508919202518363
EFFUSION_64,64,pleural_effusion,Myeloid cells,Alveolar Mac,1,3812,0.00026232948583420777
EFFUSION_64,64,pleural_effusion,Myeloid cells,CD141+ DCs,1,3812,0.00026232948583420777
EFFUSION_64,64,pleural_effusion,Myeloid cells,CD163+CD14+ DCs,2,3812,0.0005246589716684155
EFFUSION_64,64,pleural_effusion,Myeloid cells,CD1c+ DCs,2,3812,0.0005246589716684155
EFFUSION_64,64,pleural_effusion,Myeloid cells,Pleural Mac,37,3812,0.009706190975865687
EFFUSION_64,64,pleural_effusion,Myeloid cells,Undetermined,11,3812,0.0028856243441762854
EFFUSION_64,64,pleural_effusion,Myeloid cells,mo-Mac,4,3812,0.001049317943336831
EFFUSION_64,64,pleural_effusion,NK cells,CD8 low T,1,3812,0.00026232948583420777
EFFUSION_64,64,pleural_effusion,NK cells,Cytotoxic CD8+ T,1,3812,0.00026232948583420777
EFFUSION_64,64,pleural_effusion,NK cells,NK,32,3812,0.008394543546694649
EFFUSION_64,64,pleural_effusion,NK cells,Naive CD4+ T,3,3812,0.0007869884575026233
EFFUSION_64,64,pleural_effusion,NK cells,Naive CD8+ T,1,3812,0.00026232948583420777
EFFUSION_64,64,pleural_effusion,T lymphocytes,CD4+ Th,4,3812,0.001049317943336831
EFFUSION_64,64,pleural_effusion,T lymphocytes,CD8 low T,111,3812,0.02911857292759706
EFFUSION_64,64,pleural_effusion,T lymphocytes,Cytotoxic CD8+ T,6,3812,0.0015739769150052466
EFFUSION_64,64,pleural_effusion,T lymphocytes,Exhausted CD8+ T,27,3812,0.00708289611752361
EFFUSION_64,64,pleural_effusion,T lymphocytes,Naive CD4+ T,1542,3812,0.40451206715634835
EFFUSION_64,64,pleural_effusion,T lymphocytes,Naive CD8+ T,106,3812,0.027806925498426022
EFFUSION_64,64,pleural_effusion,T lymphocytes,Treg,41,3812,0.010755508919202518
EFFUSION_64,64,pleural_effusion,T lymphocytes,Undetermined,6,3812,0.0015739769150052466
LN_01,01,normal_lymph_node,B lymphocytes,Follicular B cells,966,3626,0.26640926640926643
LN_01,01,normal_lymph_node,B lymphocytes,GC B cells in the DZ,35,3626,0.009652509652509652
LN_01,01,normal_lymph_node,B lymphocytes,GC B cells in the LZ,17,3626,0.004688361831218974
LN_01,01,normal_lymph_node,B lymphocytes,GrB-secreting B cells,3,3626,0.000827357970215113
LN_01,01,normal_lymph_node,B lymphocytes,MALT B cells,31,3626,0.008549365692222834
LN_01,01,normal_lymph_node,B lymphocytes,Plasma cells,21,3626,0.005791505791505791
LN_01,01,normal_lymph_node,B lymphocytes,Undetermined,34,3626,0.009376723662437948
LN_01,01,normal_lymph_node,Myeloid cells,Activated DCs,44,3626,0.012134583563154992
LN_01,01,normal_lymph_node,Myeloid cells,CD141+ DCs,2,3626,0.0005515719801434088
LN_01,01,normal_lymph_node,Myeloid cells,CD1c+ DCs,12,3626,0.003309431880860452
LN_01,01,normal_lymph_node,Myeloid cells,Monocytes,4,3626,0.0011031439602868175
LN_01,01,normal_lymph_node,Myeloid cells,Pleural Mac,3,3626,0.000827357970215113
LN_01,01,normal_lymph_node,Myeloid cells,Undetermined,30,3626,0.00827357970215113
LN_01,01,normal_lymph_node,Myeloid cells,mo-Mac,6,3626,0.001654715940430226
LN_01,01,normal_lymph_node,T lymphocytes,CD4+ Th,79,3626,0.021787093215664643
LN_01,01,normal_lymph_node,T lymphocytes,CD8 low T,57,3626,0.015719801434087147
LN_01,01,normal_lymph_node,T lymphocytes,CD8+/CD4+ Mixed Th,1,3626,0.0002757859900717044
LN_01,01,normal_lymph_node,T lymphocytes,Cytotoxic CD8+ T,7,3626,0.0019305019305019305
LN_01,01,normal_lymph_node,T lymphocytes,Exhausted CD8+ T,23,3626,0.0063430777716492
LN_01,01,normal_lymph_node,T lymphocytes,NK,26,3626,0.007170435741864313
LN_01,01,normal_lymph_node,T lymphocytes,Naive CD4+ T,1120,3626,0.3088803088803089
LN_01,01,normal_lymph_node,T lymphocytes,Naive CD8+ T,76,3626,0.020959735245449532
LN_01,01,normal_lymph_node,T lymphocytes,Treg,178,3626,0.049089906232763374
LN_01,01,normal_lymph_node,T lymphocytes,Undetermined,39,3626,0.01075565361279647
LN_02,02,normal_lymph_node,B lymphocytes,Follicular B cells,605,3178,0.19037130270610447
LN_02,02,normal_lymph_node,B lymphocytes,GC B cells in the DZ,1,3178,0.00031466331025802394
LN_02,02,normal_lymph_node,B lymphocytes,GC B cells in the LZ,3,3178,0.0009439899307740718
LN_02,02,normal_lymph_node,B lymphocytes,MALT B cells,30,3178,0.009439899307740718
LN_02,02,normal_lymph_node,B lymphocytes,Plasma cells,35,3178,0.011013215859030838
LN_02,02,normal_lymph_node,B lymphocytes,Undetermined,13,3178,0.0040906230333543105
LN_02,02,normal_lymph_node,Myeloid cells,Activated DCs,7,3178,0.0022026431718061676
LN_02,02,normal_lymph_node,Myeloid cells,CD141+ DCs,3,3178,0.0009439899307740718
LN_02,02,normal_lymph_node,Myeloid cells,CD1c+ DCs,20,3178,0.0062932662051604785
LN_02,02,normal_lymph_node,Myeloid cells,Monocytes,2,3178,0.0006293266205160479
LN_02,02,normal_lymph_node,Myeloid cells,Pleural Mac,2,3178,0.0006293266205160479
LN_02,02,normal_lymph_node,Myeloid cells,Undetermined,84,3178,0.02643171806167401
LN_02,02,normal_lymph_node,Myeloid cells,mo-Mac,3,3178,0.0009439899307740718
LN_02,02,normal_lymph_node,T lymphocytes,CD4+ Th,143,3178,0.04499685336689742
LN_02,02,normal_lymph_node,T lymphocytes,CD8 low T,54,3178,0.016991818753933293
LN_02,02,normal_lymph_node,T lymphocytes,Cytotoxic CD8+ T,30,3178,0.009439899307740718
LN_02,02,normal_lymph_node,T lymphocytes,Exhausted CD8+ T,17,3178,0.005349276274386407
LN_02,02,normal_lymph_node,T lymphocytes,Exhausted Tfh,1,3178,0.00031466331025802394
LN_02,02,normal_lymph_node,T lymphocytes,NK,22,3178,0.006922592825676526
LN_02,02,normal_lymph_node,T lymphocytes,Naive CD4+ T,1550,3178,0.48772813089993705
LN_02,02,normal_lymph_node,T lymphocytes,Naive CD8+ T,49,3178,0.015418502202643172
LN_02,02,normal_lymph_node,T lymphocytes,Treg,64,3178,0.020138451856513532
LN_02,02,normal_lymph_node,T lymphocytes,Undetermined,13,3178,0.0040906230333543105
LN_03,03,normal_lymph_node,B lymphocytes,Follicular B cells,537,3013,0.17822768005310322
LN_03,03,normal_lymph_node,B lymphocytes,GC B cells in the DZ,24,3013,0.007965482907401261
LN_03,03,normal_lymph_node,B lymphocytes,GC B cells in the LZ,19,3013,0.006306007301692665
LN_03,03,normal_lymph_node,B lymphocytes,GrB-secreting B cells,2,3013,0.0006637902422834385
LN_03,03,normal_lymph_node,B lymphocytes,MALT B cells,41,3013,0.013607699966810488
LN_03,03,normal_lymph_node,B lymphocytes,Plasma cells,20,3013,0.006637902422834384
LN_03,03,normal_lymph_node,B lymphocytes,Undetermined,18,3013,0.005974112180550946
LN_03,03,normal_lymph_node,Myeloid cells,Activated DCs,9,3013,0.002987056090275473
LN_03,03,normal_lymph_node,Myeloid cells,CD141+ DCs,7,3013,0.0023232658479920344
LN_03,03,normal_lymph_node,Myeloid cells,CD163+CD14+ DCs,1,3013,0.00033189512114171923
LN_03,03,normal_lymph_node,Myeloid cells,CD1c+ DCs,19,3013,0.006306007301692665
LN_03,03,normal_lymph_node,Myeloid cells,Monocytes,2,3013,0.0006637902422834385
LN_03,03,normal_lymph_node,Myeloid cells,Pleural Mac,3,3013,0.0009956853634251576
LN_03,03,normal_lymph_node,Myeloid cells,Undetermined,35,3013,0.011616329239960173
LN_03,03,normal_lymph_node,Myeloid cells,mo-Mac,3,3013,0.0009956853634251576
LN_03,03,normal_lymph_node,T lymphocytes,CD4+ Th,81,3013,0.026883504812479257
LN_03,03,normal_lymph_node,T lymphocytes,CD8 low T,89,3013,0.02953866578161301
LN_03,03,normal_lymph_node,T lymphocytes,Cytotoxic CD8+ T,23,3013,0.007633587786259542
LN_03,03,normal_lymph_node,T lymphocytes,Exhausted CD8+ T,23,3013,0.007633587786259542
LN_03,03,normal_lymph_node,T lymphocytes,NK,44,3013,0.014603385330235646
LN_03,03,normal_lymph_node,T lymphocytes,Naive CD4+ T,1216,3013,0.4035844673083306
LN_03,03,normal_lymph_node,T lymphocytes,Naive CD8+ T,111,3013,0.036840358446730836
LN_03,03,normal_lymph_node,T lymphocytes,Treg,194,3013,0.06438765350149353
LN_03,03,normal_lymph_node,T lymphocytes,Undetermined,10,3013,0.003318951211417192
LN_04,04,normal_lymph_node,B lymphocytes,Follicular B cells,670,3092,0.2166882276843467
LN_04,04,normal_lymph_node,B lymphocytes,GC B cells in the DZ,1,3092,0.0003234152652005175
LN_04,04,normal_lymph_node,B lymphocytes,MALT B cells,10,3092,0.003234152652005175
LN_04,04,normal_lymph_node,B lymphocytes,Plasma cells,51,3092,0.016494178525226392
LN_04,04,normal_lymph_node,B lymphocytes,Undetermined,15,3092,0.0048512289780077615
LN_04,04,normal_lymph_node,Myeloid cells,Activated DCs,7,3092,0.002263906856403622
LN_04,04,normal_lymph_node,Myeloid cells,CD141+ DCs,2,3092,0.000646830530401035
LN_04,04,normal_lymph_node,Myeloid cells,CD1c+ DCs,2,3092,0.000646830530401035
LN_04,04,normal_lymph_node,Myeloid cells,Monocytes,1,3092,0.0003234152652005175
LN_04,04,normal_lymph_node,Myeloid cells,Undetermined,38,3092,0.012289780077619664
LN_04,04,normal_lymph_node,Myeloid cells,mo-Mac,1,3092,0.0003234152652005175
LN_04,04,normal_lymph_node,T lymphocytes,CD4+ Th,284,3092,0.09184993531694696
LN_04,04,normal_lymph_node,T lymphocytes,CD8 low T,43,3092,0.01390685640362225
LN_04,04,normal_lymph_node,T lymphocytes,Cytotoxic CD8+ T,7,3092,0.002263906856403622
LN_04,04,normal_lymph_node,T lymphocytes,Exhausted CD8+ T,9,3092,0.0029107373868046574
LN_04,04,normal_lymph_node,T lymphocytes,NK,10,3092,0.003234152652005175
LN_04,04,normal_lymph_node,T lymphocytes,Naive CD4+ T,1335,3092,0.4317593790426908
LN_04,04,normal_lymph_node,T lymphocytes,Naive CD8+ T,71,3092,0.02296248382923674
LN_04,04,normal_lymph_node,T lymphocytes,Treg,76,3092,0.02457956015523933
LN_04,04,normal_lymph_node,T lymphocytes,Undetermined,1,3092,0.0003234152652005175
LN_05,05,normal_lymph_node,B lymphocytes,Follicular B cells,931,3087,0.30158730158730157
LN_05,05,normal_lymph_node,B lymphocytes,GC B cells in the DZ,1,3087,0.00032393909944930353
LN_05,05,normal_lymph_node,B lymphocytes,GC B cells in the LZ,3,3087,0.0009718172983479105
LN_05,05,normal_lymph_node,B lymphocytes,MALT B cells,4,3087,0.0012957563977972141
LN_05,05,normal_lymph_node,B lymphocytes,Plasma cells,11,3087,0.0035633300939423387
LN_05,05,normal_lymph_node,B lymphocytes,Undetermined,12,3087,0.003887269193391642
LN_05,05,normal_lymph_node,Myeloid cells,Activated DCs,2,3087,0.0006478781988986071
LN_05,05,normal_lymph_node,Myeloid cells,CD1c+ DCs,3,3087,0.0009718172983479105
LN_05,05,normal_lymph_node,Myeloid cells,Monocytes,1,3087,0.00032393909944930353
LN_05,05,normal_lymph_node,Myeloid cells,Pleural Mac,1,3087,0.00032393909944930353
LN_05,05,normal_lymph_node,Myeloid cells,Undetermined,23,3087,0.007450599287333981
LN_05,05,normal_lymph_node,Myeloid cells,mo-Mac,5,3087,0.0016196954972465176
LN_05,05,normal_lymph_node,T lymphocytes,CD4+ Th,8,3087,0.0025915127955944283
LN_05,05,normal_lymph_node,T lymphocytes,CD8 low T,100,3087,0.032393909944930355
LN_05,05,normal_lymph_node,T lymphocytes,Cytotoxic CD8+ T,16,3087,0.0051830255911888565
LN_05,05,normal_lymph_node,T lymphocytes,Exhausted CD8+ T,7,3087,0.0022675736961451248
LN_05,05,normal_lymph_node,T lymphocytes,NK,39,3087,0.012633624878522837
LN_05,05,normal_lymph_node,T lymphocytes,Naive CD4+ T,1051,3087,0.34045999352121803
LN_05,05,normal_lymph_node,T lymphocytes,Naive CD8+ T,153,3087,0.04956268221574344
LN_05,05,normal_lymph_node,T lymphocytes,Treg,57,3087,0.0184645286686103
LN_05,05,normal_lymph_node,T lymphocytes,Undetermined,1,3087,0.00032393909944930353
LN_06,06,normal_lymph_node,B lymphocytes,Follicular B cells,581,2936,0.1978882833787466
LN_06,06,normal_lymph_node,B lymphocytes,GC B cells in the DZ,3,2936,0.0010217983651226157
